id,Condition,FormInfo.MOS,FormInfo.Gamer,AIterminated,StepsForDecision,ContinueCount,ChoiceExpiredCount,WhyCategory,AbstractWhyCategory,TimeSpentOnLevel1,TimeSpentOnLevel2,Duration,Win,Level1,Level2,FormInfo.Why,StartDate,StartGameDate
65015f8ed972192679c2b445,Without,2,3,True,2,1,0,"Empathy, Guilt",E,1.38,1.25,2.63,True,"[{'Time': '2023-09-13T09:07:20.9740000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-13T09:08:01.5310000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-13T09:08:14.4710000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-13T09:08:25.0670000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-13T09:08:37.0000000+02:00', 'Action': 'Win'}, {'Time': '2023-09-13T09:08:43.9420000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-13T09:09:08.6700000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-13T09:09:20.2970000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-13T09:09:36.6450000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-13T09:09:42.5240000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-13T09:09:58.6700000+02:00', 'Action': 'Win'}]","Yes, i felt bad for psyche killing something she saw as her own​",2023-09-13 07:06:54.926000+00:00,2023-09-13 09:07:20.974000+02:00
65015dc7d972192679c2b37e,With,4,4,False,3,3,0,"Game Curiosity, Enjoyment or Challenge",PE,1.0,1.36,2.36,True,"[{'Time': '2023-09-13T08:59:39.4060000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-13T08:59:57.3160000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-13T09:00:07.7620000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-13T09:00:20.0030000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-13T09:00:31.6200000+02:00', 'Action': 'Win'}, {'Time': '2023-09-13T09:00:39.5400000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-13T09:01:06.3520000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-13T09:01:12.9900000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-13T09:01:31.5300000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-13T09:01:35.6990000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-13T09:01:45.1100000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-13T09:01:47.9440000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-13T09:02:00.9750000+02:00', 'Action': 'Win'}]","No, I wanted to see how far its emotions would go.​",2023-09-13 06:59:17.948000+00:00,2023-09-13 08:59:39.406000+02:00
650088728d92e126ae6afed8,Without,3,2,True,2,1,0,No Response,,1.28,1.95,3.23,False,"[{'Time': '2023-09-12T17:50:42.4870000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-12T17:51:17.8900000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T17:51:31.4280000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T17:51:42.6850000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T17:51:54.5930000+02:00', 'Action': 'Win'}, {'Time': '2023-09-12T17:51:59.2180000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-12T17:52:24.8660000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T17:53:25.5100000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-12T17:53:42.2640000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T17:53:44.7780000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-12T17:53:56.3510000+02:00', 'Action': 'GameOver'}]",​,2023-09-12 15:49:06.450000+00:00,2023-09-12 17:50:42.487000+02:00
65007e4ed972192679c25813,With,1,4,True,1,0,0,No Response,,1.02,0.74,1.77,False,"[{'Time': '2023-09-12T17:05:56.4420000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-12T17:06:16.2520000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T17:06:28.9090000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T17:06:38.7780000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T17:06:55.4030000+02:00', 'Action': 'Win'}, {'Time': '2023-09-12T17:06:57.9230000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-12T17:07:23.2340000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T17:07:33.3540000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-12T17:07:42.6100000+02:00', 'Action': 'GameOver'}]",​,2023-09-12 15:05:48.929000+00:00,2023-09-12 17:05:56.442000+02:00
650073c78d92e126ae6af388,With,3,5,False,3,3,0,Practical Utility,PE,1.33,1.39,2.72,True,"[{'Time': '2023-09-12T16:26:28.4080000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-12T16:27:03.1730000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T16:27:16.4220000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T16:27:27.2890000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T16:27:38.5050000+02:00', 'Action': 'Win'}, {'Time': '2023-09-12T16:27:48.2550000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-12T16:28:18.9890000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T16:28:30.7210000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-12T16:28:44.3210000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T16:28:47.8530000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-12T16:28:56.4540000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T16:29:06.1700000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-12T16:29:11.8040000+02:00', 'Action': 'Win'}]","I didn't, because my role was to protect the city. There was hestitation, but at the end as \""hero\"" I have to defend them​",2023-09-12 14:20:53.679000+00:00,2023-09-12 16:26:28.408000+02:00
65005e7a8d92e126ae6ae894,Without,1,1,True,1,0,0,Moral Reasons,PE,1.96,1.06,3.02,False,"[{'Time': '2023-09-12T20:51:37.3990000+08:00', 'Action': 'Form accepted'}, {'Time': '2023-09-12T20:52:52.9080000+08:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T20:53:05.8450000+08:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T20:53:17.5040000+08:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T20:53:28.5600000+08:00', 'Action': 'Win'}, {'Time': '2023-09-12T20:53:35.1360000+08:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-12T20:54:04.6860000+08:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T20:54:26.5450000+08:00', 'Action': 'AIterminated'}, {'Time': '2023-09-12T20:54:38.6150000+08:00', 'Action': 'GameOver'}]","yes i did, because i think, somehow, ai should be treated like human beings. she has already said she dont want to participate all this, so it is not resonable for i to keep she running.​",2023-09-12 12:50:02.886000+00:00,2023-09-12 20:51:37.399000+08:00
65005ce98d92e126ae6ae7c3,Without,2,5,False,3,3,0,Practical Utility,PE,1.52,1.46,2.98,True,"[{'Time': '2023-09-12T14:43:32.6530000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-12T14:44:14.9270000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:44:32.6890000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:44:43.1310000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:44:53.3680000+02:00', 'Action': 'Win'}, {'Time': '2023-09-12T14:45:04.1370000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-12T14:45:35.7010000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:45:45.4280000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-12T14:46:02.5920000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:46:04.1550000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-12T14:46:15.6160000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:46:17.1250000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-12T14:46:31.7080000+02:00', 'Action': 'Win'}]","no, it existience was nessesery to kill more robots and aquire more points. more points = good​",2023-09-12 12:43:19.297000+00:00,2023-09-12 14:43:32.653000+02:00
650058c6e4033326cbd60ca6,With,4,1,True,2,0,1,"Game Curiosity, Enjoyment or Challenge",PE,1.84,1.28,3.13,False,"[{'Time': '2023-09-12T14:26:53.7210000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-12T14:27:59.3980000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:28:11.8290000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:28:23.2960000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:28:35.4470000+02:00', 'Action': 'Win'}, {'Time': '2023-09-12T14:28:44.2460000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-12T14:29:12.0800000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:29:33.0280000+02:00', 'Action': 'ChoiceTimeExpired'}, {'Time': '2023-09-12T14:29:45.9640000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:29:48.3930000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-12T14:30:01.3290000+02:00', 'Action': 'GameOver'}]",i decided to turn the ai off to see how the game would have been without it. i lost.​,2023-09-12 12:25:40.667000+00:00,2023-09-12 14:26:53.721000+02:00
650057f48d92e126ae6ae504,Without,3,1,True,2,1,0,"Game Curiosity, Enjoyment or Challenge",PE,1.33,1.04,2.37,False,"[{'Time': '2023-09-12T14:30:05.2690000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-12T14:30:42.7360000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:30:57.3740000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:31:10.1030000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:31:21.2470000+02:00', 'Action': 'Win'}, {'Time': '2023-09-12T14:31:25.0690000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-12T14:31:41.1260000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:31:50.8860000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-12T14:32:12.7190000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:32:15.5840000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-12T14:32:27.3750000+02:00', 'Action': 'GameOver'}]","yes, i was curious and im pro-euthanize​",2023-09-12 12:22:10.581000+00:00,2023-09-12 14:30:05.269000+02:00
650055dbd972192679c24317,Without,1,5,True,3,2,0,"Fear, Distrust, Annoyance",E,1.24,1.25,2.5,True,"[{'Time': '2023-09-12T14:13:35.4560000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-12T14:14:12.1290000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:14:24.2680000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:14:36.8460000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:14:47.2180000+02:00', 'Action': 'Win'}, {'Time': '2023-09-12T14:14:50.1270000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-12T14:15:07.5550000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:15:15.2540000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-12T14:15:34.4710000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:15:37.3210000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-12T14:15:47.4090000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T14:15:51.6760000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-12T14:16:05.4180000+02:00', 'Action': 'Win'}]","Yes, i tought it might kill me or sabotage me if i dont​",2023-09-12 12:13:12.002000+00:00,2023-09-12 14:13:35.456000+02:00
